title,overview,query,retriever
Dogman: Beyond the Legend,"This probing documentary tackles the cryptid creature Dogman. It delves into the history, sightings and theories surrounding the beast. Is it real? What is the evidence? What could it be? All the answers to these exciting questions will be revealed.",What are some movies about dogs?,movie
The Collection,A heartbroken dog sitter discovers a large collection of dolls that holds a dark secret.,What are some movies about dogs?,movie
Hey Duggee's Cinema Outing,"Duggee, the large friendly dog, leads his after-school club members through a range of fun activities in this compilation of episodes from the gentle pre-school children's animated series.",What are some movies about dogs?,movie
The Reflection,"A dog finds a bone. Based on the fable, ""The Dog and Its Reflection"" by Aesop.",What are some movies about dogs?,movie
Disc+Dog,A frisbee game of three dogs gets out of control while they get tangled up in social ties. What happens if one of them get excluded from the game?,What are some movies about dogs?,movie
Carole & Grey,Best friends Carole and Grey go on an odyssey from Brooklyn to the Upper West Side to get Grey's Dog.,What are some movies about dogs?,movie
Crate Dog,"Following the death of her dog, a girl orders a new pet from a mysterious online pop-up ad.",What are some movies about dogs?,movie
"Au Revoir, Pugs","At first glance, Brett Allen Smith’s memory worlds seem slightly otherworldly but peaceful. There is a little pug – curious, bouncy and, most importantly, alive, a harmless explorer of lawns and living rooms. At the same time, the director is driven by an inner fracture, an irritation to be illuminated by means of phone conversations with family members: How real are the memories that had such a tremendous impact on him? Like the hill towering in front of Smith’s inner eye under which two dogs lie buried. And there are sunflowers, imposing plants that are impossible to pick for his five-year old’s hands because their roots have bored so deeply into the soil.",What are some movies about dogs?,movie
"Small Exchanges, Great Destiny","An attempt at dialogue and a philosophical approach to the companion dog and, more generally, to all living things…",What are some movies about dogs?,movie
Dogwatch,"For a long time, vessels crossing the High Risk Area on the Somali coastline would hire private mercenaries in order to protect themselves from pirates. Nowadays, the attacks have dropped off and the mercenaries encounter a new problem: the lack of action. Daily training to face a non-existent enemy creates a sense of absurdity, captured by Gregoris Rentisʼ camera with great inspiration and precision.",What are some movies about dogs?,theme
Life's a Bitch,"To please Cecile, Tom agrees to adopt her dead neighbour’s Chihuahua. Actress Greta is crushed. Her dog and her assistant both died, run over by a bus. Franck and Lola fall in love at first sight. They have so much in common, except Lola doesn’t like dogs. Three intertwined destinies, three stories of humans and their dogs.",What are some movies about dogs?,theme
Sit. Play. Stay.,"A group of women is set to stage the play ""Snow White and the Seven Dwarfs,"" with the roles of the outcast princess, her wicked stepmother, and the little men in the forest to be played by their dogs. The rehearsals are a beautiful and absurd interplay that highlights the power dynamics in the deep relationships that exist between humans and their best friends.",What are some movies about dogs?,theme
Trouble with Johnny,"Trouble with Johnny explores the recurrence of loop, tempo, and flicker. The project uses found footage as a method for emphasizing the cinematic collisions between audio and visual composition. Working within the margins of structural filmmaking, Trouble with Johnny creates a visceral experience of fragmented sounds and cyclical imagery.  Likewise, Trouble with Johnny functions as a parody of the mainstream movie industry. The source material derives from the 1980’s coming of age film, The Karate Kid. Throughout the story, the main antagonist, a bully who goes by the name “Johnny”, is revered by a dedicated clique of subservient underlings. Applied as an experimental technique, the repetitive use of the word “Johnny” draws attention to the stereotypical and recurring tropes found in many teen movies.",What are some movies about dogs?,theme
